ELD File Header Segment:
Harris,Deon,ppagare1+deon,AZ,F5520836,1B
,,,,2C
SWE-105,SWE10500000000000,,1D
3921847,Southwest Express Freight LLC,8,000000,07,37
BOL-2026-4821,0,54
04/19/2026,000000,07,0D
FLEETIQ-ELD-001,SWEF,1.0,3921847,0C
ELD User List:
Harris,Deon,ppagare1+deon,D,AZ,F5520836,73
CMV List:
SWE-105,SWE10500000000000,31
ELD Event List for Driver's Record of Duty Status:
20260419050000,6,1,33.4484,-112.0740,150000.0,ENGINE_ON,52
20260419051500,1,4,33.4484,-112.0740,150000.0,PRE_TRIP_INSPECTION,42
20260419054500,1,3,33.4484,-112.0740,150000.0,LOAD_PICKUP_COMPLETE,1D
20260419094500,1,4,33.2133,-106.7270,150220.0,FUEL_STOP_LORDSBURG_NM,1C
20260419100000,1,3,33.2133,-106.7270,150220.0,FUEL_COMPLETE_RESUME,02
20260419134500,1,1,33.0454,-102.9078,150410.0,30_MIN_BREAK_REQUIRED,4B
20260419141500,1,3,33.0454,-102.9078,150410.0,BREAK_COMPLETE_RESUME,44
20260419190000,1,4,32.7767,-96.7970,151372.0,ARRIVAL_DELIVERY_DOCK,7D
20260419203000,1,2,32.7767,-96.7970,151372.0,SLEEPER_BERTH_POST_DELIVERY,74
20260419190500,6,2,32.7767,-96.7970,151372.0,ENGINE_OFF,2B
ELD Event List for Driver's Certification of Own Records:
20260419190000,04/19/2026,ppagare1+deon,62
ELD File Data Check Value: 56
