ELD File Header Segment:
Webb,Marcus,marcus.webb,AZ,W1039284,57
,,,,2C
SWE-101,SWE10100000000000,,1D
3921847,Southwest Express Freight LLC,8,000000,07,37
BOL-2026-4821,0,54
04/19/2026,000000,07,0D
FLEETIQ-ELD-001,SWEF,1.0,3921847,0C
ELD User List:
Webb,Marcus,marcus.webb,D,AZ,W1039284,3F
CMV List:
SWE-101,SWE10100000000000,31
ELD Event List for Driver's Record of Duty Status:
20260419050000,6,1,33.4484,-112.0740,187432.0,ENGINE_ON,5D
20260419051500,1,4,33.4484,-112.0740,187432.0,PRE_TRIP_INSPECTION,4D
20260419054500,1,3,33.4484,-112.0740,187432.0,LOAD_PICKUP_COMPLETE,12
20260419094500,1,4,33.2133,-106.7270,187652.0,FUEL_STOP_LORDSBURG_NM,17
20260419100000,1,3,33.2133,-106.7270,187652.0,FUEL_COMPLETE_RESUME,09
20260419134500,1,1,33.0454,-102.9078,187842.0,30_MIN_BREAK_REQUIRED,4A
20260419141500,1,3,33.0454,-102.9078,187842.0,BREAK_COMPLETE_RESUME,45
20260419190000,1,4,32.7767,-96.7970,188804.0,ARRIVAL_DELIVERY_DOCK,73
20260419203000,1,2,32.7767,-96.7970,188804.0,SLEEPER_BERTH_POST_DELIVERY,7A
20260419190500,6,2,32.7767,-96.7970,188804.0,ENGINE_OFF,25
ELD Event List for Driver's Certification of Own Records:
20260419190000,04/19/2026,marcus.webb,2F
ELD File Data Check Value: 1A
