ELD File Header Segment:
Vasquez,Elena,ppagare1+elena,AZ,D4829301,7F
,,,,2C
SWE-102,SWE10200000000000,,1D
3921847,Southwest Express Freight LLC,8,000000,07,37
BOL-2026-4822,0,57
04/19/2026,000000,07,0D
FLEETIQ-ELD-001,SWEF,1.0,3921847,0C
ELD User List:
Vasquez,Elena,ppagare1+elena,D,AZ,D4829301,17
CMV List:
SWE-102,SWE10200000000000,31
ELD Event List for Driver's Record of Duty Status:
20260419050000,6,1,32.2226,-110.9747,150000.0,ENGINE_ON,57
20260419051500,1,4,32.2226,-110.9747,150000.0,PRE_TRIP_INSPECTION,47
20260419054500,1,3,32.2226,-110.9747,150000.0,LOAD_PICKUP_COMPLETE,18
20260419094500,1,4,32.8630,-113.5189,150220.0,FUEL_STOP_LORDSBURG_NM,10
20260419100000,1,3,32.8630,-113.5189,150220.0,FUEL_COMPLETE_RESUME,0E
20260419134500,1,1,33.3204,-115.3361,150410.0,30_MIN_BREAK_REQUIRED,4C
20260419141500,1,3,33.3204,-115.3361,150410.0,BREAK_COMPLETE_RESUME,43
20260419190000,1,4,34.0522,-118.2437,150819.0,ARRIVAL_DELIVERY_DOCK,44
20260419203000,1,2,34.0522,-118.2437,150819.0,SLEEPER_BERTH_POST_DELIVERY,4D
20260419190500,6,2,34.0522,-118.2437,150819.0,ENGINE_OFF,12
ELD Event List for Driver's Certification of Own Records:
20260419190000,04/19/2026,ppagare1+elena,01
ELD File Data Check Value: 0A
